event_id,soc_id,timestamp,event_type,source,asset_id,device_id,analyst_id,severity,description,metadata
EV-05523,SOC-001,2026-08-13T13:05:18.585326Z,auth_success,CASE_MANAGEMENT,ASSET-00509,DEV-00005,,MEDIUM,auth_success observed on iot-0508,"{""src_ip"": ""10.178.27.47""}"
EV-09910,SOC-002,2026-08-13T13:07:09.088093Z,auth_failure,EDR,ASSET-01793,DEV-00021,,LOW,auth_failure observed on server-0799,"{""src_ip"": ""10.123.179.240""}"
EV-05191,SOC-002,2026-08-13T13:07:12.623957Z,process_create,CASE_MANAGEMENT,ASSET-02414,DEV-00020,,INFO,process_create observed on iot-1420,"{""src_ip"": ""10.213.162.100""}"
EV-00892,SOC-001,2026-08-13T13:08:37.504421Z,port_scan,SIEM,ASSET-00372,DEV-00011,,INFO,port_scan observed on network-device-0371,"{""src_ip"": ""10.235.132.69""}"
EV-06888,SOC-002,2026-08-13T13:13:46.787742Z,port_scan,EDR,ASSET-02457,DEV-00022,,INFO,port_scan observed on server-1463,"{""src_ip"": ""10.11.22.87""}"
EV-07472,SOC-002,2026-08-13T13:14:35.338633Z,process_create,EDR,ASSET-02813,DEV-00021,,INFO,process_create observed on iot-1819,"{""src_ip"": ""10.101.247.157""}"
EV-02163,SOC-001,2026-08-13T13:16:15.242199Z,file_write,CASE_MANAGEMENT,ASSET-00256,DEV-00001,,INFO,file_write observed on database-0255,"{""src_ip"": ""10.19.190.98""}"
EV-04113,SOC-001,2026-08-13T13:18:08.744837Z,usb_insert,CASE_MANAGEMENT,ASSET-00885,DEV-00009,,MEDIUM,usb_insert observed on workstation-0884,"{""src_ip"": ""10.83.4.235""}"
EV-08212,SOC-001,2026-08-13T13:18:32.700333Z,dns_query,CASE_MANAGEMENT,ASSET-00609,DEV-00006,,HIGH,dns_query observed on cloud-instance-0608,"{""src_ip"": ""10.113.246.13""}"
EV-00788,SOC-002,2026-08-13T13:19:19.825338Z,auth_success,IDS,ASSET-02722,DEV-00014,,LOW,auth_success observed on workstation-1728,"{""src_ip"": ""10.121.64.6""}"
EV-01353,SOC-001,2026-08-13T13:19:35.107268Z,file_write,CASE_MANAGEMENT,ASSET-00413,DEV-00001,,INFO,file_write observed on workstation-0412,"{""src_ip"": ""10.152.25.168""}"
EV-03289,SOC-001,2026-08-13T13:21:42.126835Z,usb_insert,SIEM,ASSET-00934,DEV-00011,,INFO,usb_insert observed on database-0933,"{""src_ip"": ""10.99.177.69""}"
EV-00915,SOC-001,2026-08-13T13:25:18.658309Z,privilege_escalation,IDS,ASSET-00922,DEV-00007,,INFO,privilege_escalation observed on iot-0921,"{""src_ip"": ""10.125.34.219""}"
EV-04982,SOC-001,2026-08-13T13:25:55.326191Z,auth_failure,CASE_MANAGEMENT,ASSET-00877,DEV-00009,,MEDIUM,auth_failure observed on iot-0876,"{""src_ip"": ""10.129.183.62""}"
EV-01916,SOC-002,2026-08-13T13:27:22.748597Z,process_create,IDS,ASSET-01571,DEV-00014,,INFO,process_create observed on workstation-0577,"{""src_ip"": ""10.115.246.166""}"
EV-07408,SOC-002,2026-08-13T13:30:26.461730Z,file_write,EDR,ASSET-01897,DEV-00013,,LOW,file_write observed on server-0903,"{""src_ip"": ""10.238.173.49""}"
EV-09580,SOC-002,2026-08-13T13:32:14.679788Z,network_connection,EDR,ASSET-01495,DEV-00022,,HIGH,network_connection observed on workstation-0501,"{""src_ip"": ""10.132.43.48""}"
EV-01685,SOC-002,2026-08-13T13:32:44.871196Z,usb_insert,EDR,ASSET-02612,DEV-00023,,INFO,usb_insert observed on iot-1618,"{""src_ip"": ""10.104.247.180""}"
EV-01511,SOC-001,2026-08-13T13:34:48.388743Z,auth_failure,CASE_MANAGEMENT,ASSET-00345,DEV-00001,,HIGH,auth_failure observed on workstation-0344,"{""src_ip"": ""10.48.207.145""}"
EV-03543,SOC-002,2026-08-13T13:34:53.960762Z,usb_insert,CASE_MANAGEMENT,ASSET-01464,DEV-00019,,MEDIUM,usb_insert observed on network-device-0470,"{""src_ip"": ""10.107.95.9""}"
EV-04693,SOC-001,2026-08-13T13:34:56.035312Z,network_connection,CASE_MANAGEMENT,ASSET-00748,DEV-00009,,LOW,network_connection observed on network-device-0747,"{""src_ip"": ""10.169.150.147""}"
EV-03995,SOC-001,2026-08-13T13:38:18.264050Z,port_scan,FIREWALL,ASSET-00051,DEV-00003,,MEDIUM,port_scan observed on server-0050,"{""src_ip"": ""10.179.156.121""}"
EV-04043,SOC-001,2026-08-13T13:45:09.187042Z,email_gateway_hit,IDS,ASSET-00572,DEV-00002,,LOW,email_gateway_hit observed on iot-0571,"{""src_ip"": ""10.94.186.177""}"
EV-02190,SOC-002,2026-08-13T13:47:22.274512Z,network_connection,IDS,ASSET-02052,DEV-00014,,LOW,network_connection observed on server-1058,"{""src_ip"": ""10.207.54.7""}"
EV-05155,SOC-001,2026-08-13T13:52:19.204116Z,email_gateway_hit,IDS,ASSET-00600,DEV-00002,,CRITICAL,email_gateway_hit observed on workstation-0599,"{""src_ip"": ""10.59.38.180""}"
EV-07615,SOC-001,2026-08-13T13:54:36.259590Z,auth_success,SIEM,ASSET-00486,DEV-00004,,LOW,auth_success observed on cloud-instance-0485,"{""src_ip"": ""10.49.176.229""}"
EV-04878,SOC-002,2026-08-13T13:57:45.341444Z,dns_query,EDR,ASSET-01242,DEV-00023,,HIGH,dns_query observed on server-0248,"{""src_ip"": ""10.51.107.25""}"
EV-06406,SOC-002,2026-08-13T13:58:04.110987Z,port_scan,EDR,ASSET-02396,DEV-00023,,INFO,port_scan observed on network-device-1402,"{""src_ip"": ""10.110.46.109""}"
EV-02870,SOC-001,2026-08-13T14:00:22.769336Z,auth_success,IDS,ASSET-00288,DEV-00002,,LOW,auth_success observed on database-0287,"{""src_ip"": ""10.255.206.200""}"
EV-09350,SOC-001,2026-08-13T14:01:02.598260Z,port_scan,FIREWALL,ASSET-00588,DEV-00003,,INFO,port_scan observed on iot-0587,"{""src_ip"": ""10.185.43.67""}"
EV-05013,SOC-002,2026-08-13T14:01:26.758112Z,usb_insert,CASE_MANAGEMENT,ASSET-01847,DEV-00018,,LOW,usb_insert observed on server-0853,"{""src_ip"": ""10.201.211.195""}"
EV-00569,SOC-002,2026-08-13T14:03:43.024114Z,auth_success,EDR,ASSET-02734,DEV-00021,,INFO,auth_success observed on network-device-1740,"{""src_ip"": ""10.84.244.193""}"
EV-03766,SOC-001,2026-08-13T14:04:03.403797Z,auth_failure,IDS,ASSET-00326,DEV-00002,,LOW,auth_failure observed on server-0325,"{""src_ip"": ""10.223.211.39""}"
EV-07128,SOC-001,2026-08-13T14:06:38.038167Z,network_connection,SIEM,ASSET-00925,DEV-00004,,LOW,network_connection observed on network-device-0924,"{""src_ip"": ""10.56.205.128""}"
EV-00072,SOC-002,2026-08-13T14:07:46.648532Z,privilege_escalation,FIREWALL,ASSET-02308,DEV-00024,,INFO,privilege_escalation observed on server-1314,"{""src_ip"": ""10.125.133.88""}"
EV-03110,SOC-002,2026-08-13T14:08:30.291642Z,auth_failure,SIEM,ASSET-01769,DEV-00016,,LOW,auth_failure observed on network-device-0775,"{""src_ip"": ""10.82.56.32""}"
EV-07417,SOC-002,2026-08-13T14:13:41.172860Z,process_create,EDR,ASSET-01498,DEV-00021,,LOW,process_create observed on workstation-0504,"{""src_ip"": ""10.84.92.115""}"
EV-02758,SOC-001,2026-08-13T14:18:07.091125Z,auth_failure,CASE_MANAGEMENT,ASSET-00003,DEV-00010,,MEDIUM,auth_failure observed on iot-0002,"{""src_ip"": ""10.207.134.60""}"
EV-02843,SOC-002,2026-08-13T14:28:31.837200Z,email_gateway_hit,FIREWALL,ASSET-01563,DEV-00024,,INFO,email_gateway_hit observed on network-device-0569,"{""src_ip"": ""10.170.172.26""}"
EV-03879,SOC-001,2026-08-13T14:30:50.281562Z,privilege_escalation,IDS,ASSET-00629,DEV-00012,,INFO,privilege_escalation observed on cloud-instance-0628,"{""src_ip"": ""10.196.106.44""}"
EV-08817,SOC-002,2026-08-13T14:30:59.725671Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-02301,DEV-00019,,LOW,email_gateway_hit observed on database-1307,"{""src_ip"": ""10.181.206.113""}"
EV-07491,SOC-002,2026-08-13T14:31:35.391688Z,network_connection,SIEM,ASSET-02335,DEV-00017,,INFO,network_connection observed on workstation-1341,"{""src_ip"": ""10.6.52.31""}"
EV-02873,SOC-002,2026-08-13T14:34:38.129135Z,file_write,CASE_MANAGEMENT,ASSET-02469,DEV-00015,,INFO,file_write observed on server-1475,"{""src_ip"": ""10.97.120.150""}"
EV-07072,SOC-001,2026-08-13T14:38:59.955324Z,process_create,FIREWALL,ASSET-00893,DEV-00003,,LOW,process_create observed on network-device-0892,"{""src_ip"": ""10.4.240.78""}"
EV-00965,SOC-001,2026-08-13T14:42:13.112519Z,privilege_escalation,IDS,ASSET-00752,DEV-00012,,INFO,privilege_escalation observed on network-device-0751,"{""src_ip"": ""10.186.5.113""}"
EV-00148,SOC-001,2026-08-13T14:43:17.127181Z,port_scan,IDS,ASSET-00983,DEV-00007,,INFO,port_scan observed on network-device-0982,"{""src_ip"": ""10.243.239.83""}"
EV-02895,SOC-001,2026-08-13T14:43:44.817281Z,process_create,CASE_MANAGEMENT,ASSET-00117,DEV-00010,,MEDIUM,process_create observed on server-0116,"{""src_ip"": ""10.14.194.3""}"
EV-08422,SOC-001,2026-08-13T14:44:05.545680Z,auth_failure,SIEM,ASSET-00445,DEV-00004,,CRITICAL,auth_failure observed on iot-0444,"{""src_ip"": ""10.224.79.210""}"
EV-02667,SOC-001,2026-08-13T14:44:09.684602Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-00565,DEV-00009,,MEDIUM,email_gateway_hit observed on server-0564,"{""src_ip"": ""10.110.12.52""}"
EV-01958,SOC-001,2026-08-13T14:45:34.450736Z,auth_failure,FIREWALL,ASSET-00539,DEV-00003,,MEDIUM,auth_failure observed on iot-0538,"{""src_ip"": ""10.111.78.63""}"
EV-00823,SOC-001,2026-08-13T14:46:31.023269Z,email_gateway_hit,FIREWALL,ASSET-00683,DEV-00003,,INFO,email_gateway_hit observed on database-0682,"{""src_ip"": ""10.182.30.3""}"
EV-01104,SOC-001,2026-08-13T14:47:06.033510Z,usb_insert,CASE_MANAGEMENT,ASSET-00605,DEV-00009,,MEDIUM,usb_insert observed on iot-0604,"{""src_ip"": ""10.252.105.141""}"
EV-00610,SOC-001,2026-08-13T14:54:36.039533Z,email_gateway_hit,SIEM,ASSET-00888,DEV-00004,,LOW,email_gateway_hit observed on iot-0887,"{""src_ip"": ""10.52.174.104""}"
EV-05422,SOC-001,2026-08-13T14:55:17.036804Z,auth_failure,CASE_MANAGEMENT,ASSET-00352,DEV-00005,,INFO,auth_failure observed on network-device-0351,"{""src_ip"": ""10.57.173.157""}"
EV-00810,SOC-002,2026-08-13T14:58:12.124206Z,auth_failure,EDR,ASSET-02654,DEV-00021,,INFO,auth_failure observed on iot-1660,"{""src_ip"": ""10.18.132.86""}"
EV-09052,SOC-001,2026-08-13T14:58:22.088140Z,auth_success,IDS,ASSET-00560,DEV-00002,,INFO,auth_success observed on network-device-0559,"{""src_ip"": ""10.216.53.218""}"
EV-00312,SOC-002,2026-08-13T15:00:42.552622Z,usb_insert,CASE_MANAGEMENT,ASSET-02109,DEV-00015,,LOW,usb_insert observed on server-1115,"{""src_ip"": ""10.74.164.189""}"
EV-05447,SOC-002,2026-08-13T15:03:54.262814Z,auth_success,SIEM,ASSET-01124,DEV-00017,,LOW,auth_success observed on database-0130,"{""src_ip"": ""10.34.135.8""}"
EV-06520,SOC-001,2026-08-13T15:04:46.670674Z,usb_insert,CASE_MANAGEMENT,ASSET-00962,DEV-00005,,MEDIUM,usb_insert observed on cloud-instance-0961,"{""src_ip"": ""10.70.14.105""}"
EV-04192,SOC-001,2026-08-13T15:06:30.652682Z,file_write,EDR,ASSET-00292,DEV-00008,,INFO,file_write observed on network-device-0291,"{""src_ip"": ""10.48.217.119""}"
EV-03514,SOC-001,2026-08-13T15:08:19.538559Z,usb_insert,IDS,ASSET-00280,DEV-00012,,CRITICAL,usb_insert observed on cloud-instance-0279,"{""src_ip"": ""10.213.253.162""}"
EV-09832,SOC-002,2026-08-13T15:08:40.421074Z,file_write,IDS,ASSET-02038,DEV-00014,,LOW,file_write observed on workstation-1044,"{""src_ip"": ""10.170.162.213""}"
EV-03210,SOC-002,2026-08-13T15:08:52.651905Z,process_create,CASE_MANAGEMENT,ASSET-02712,DEV-00018,,INFO,process_create observed on workstation-1718,"{""src_ip"": ""10.68.198.28""}"
EV-00332,SOC-001,2026-08-13T15:09:35.806540Z,file_write,CASE_MANAGEMENT,ASSET-00715,DEV-00009,,LOW,file_write observed on workstation-0714,"{""src_ip"": ""10.83.20.75""}"
EV-08381,SOC-001,2026-08-13T15:10:36.333711Z,auth_failure,CASE_MANAGEMENT,ASSET-00891,DEV-00006,,MEDIUM,auth_failure observed on server-0890,"{""src_ip"": ""10.93.86.230""}"
EV-01262,SOC-001,2026-08-13T15:12:05.813330Z,dns_query,IDS,ASSET-00676,DEV-00012,,HIGH,dns_query observed on server-0675,"{""src_ip"": ""10.70.138.16""}"
EV-08459,SOC-001,2026-08-13T15:12:24.030640Z,email_gateway_hit,IDS,ASSET-00787,DEV-00002,,MEDIUM,email_gateway_hit observed on network-device-0786,"{""src_ip"": ""10.83.45.28""}"
EV-02931,SOC-002,2026-08-13T15:16:29.701003Z,privilege_escalation,CASE_MANAGEMENT,ASSET-01437,DEV-00020,,INFO,privilege_escalation observed on database-0443,"{""src_ip"": ""10.127.57.249""}"
EV-03535,SOC-002,2026-08-13T15:16:43.779758Z,usb_insert,EDR,ASSET-01688,DEV-00013,,LOW,usb_insert observed on network-device-0694,"{""src_ip"": ""10.31.140.166""}"
EV-04521,SOC-001,2026-08-13T15:16:46.004989Z,process_create,CASE_MANAGEMENT,ASSET-00121,DEV-00006,,LOW,process_create observed on iot-0120,"{""src_ip"": ""10.122.30.234""}"
EV-06336,SOC-001,2026-08-13T15:17:10.516901Z,file_write,SIEM,ASSET-00652,DEV-00011,,CRITICAL,file_write observed on cloud-instance-0651,"{""src_ip"": ""10.227.191.246""}"
EV-06471,SOC-002,2026-08-13T15:21:21.920623Z,network_connection,CASE_MANAGEMENT,ASSET-02776,DEV-00015,,LOW,network_connection observed on server-1782,"{""src_ip"": ""10.42.23.114""}"
EV-00862,SOC-002,2026-08-13T15:26:21.733965Z,auth_failure,CASE_MANAGEMENT,ASSET-01929,DEV-00020,,LOW,auth_failure observed on workstation-0935,"{""src_ip"": ""10.114.67.197""}"
EV-06267,SOC-001,2026-08-13T15:27:21.272388Z,file_write,CASE_MANAGEMENT,ASSET-00187,DEV-00010,,LOW,file_write observed on network-device-0186,"{""src_ip"": ""10.2.176.205""}"
EV-03846,SOC-002,2026-08-13T15:28:53.250775Z,usb_insert,FIREWALL,ASSET-01387,DEV-00024,,MEDIUM,usb_insert observed on network-device-0393,"{""src_ip"": ""10.255.175.92""}"
EV-05613,SOC-002,2026-08-13T15:33:43.835777Z,process_create,EDR,ASSET-01147,DEV-00013,,INFO,process_create observed on workstation-0153,"{""src_ip"": ""10.87.166.194""}"
EV-00237,SOC-002,2026-08-13T15:37:36.989724Z,auth_failure,SIEM,ASSET-02427,DEV-00017,,MEDIUM,auth_failure observed on network-device-1433,"{""src_ip"": ""10.75.227.25""}"
EV-00392,SOC-001,2026-08-13T15:37:51.582221Z,file_write,CASE_MANAGEMENT,ASSET-00146,DEV-00001,,HIGH,file_write observed on server-0145,"{""src_ip"": ""10.249.204.120""}"
EV-00711,SOC-001,2026-08-13T15:40:50.538511Z,process_create,SIEM,ASSET-00615,DEV-00011,,LOW,process_create observed on network-device-0614,"{""src_ip"": ""10.237.200.149""}"
EV-01565,SOC-002,2026-08-13T15:41:19.974293Z,auth_success,CASE_MANAGEMENT,ASSET-02662,DEV-00020,,HIGH,auth_success observed on server-1668,"{""src_ip"": ""10.71.197.188""}"
EV-06108,SOC-001,2026-08-13T15:41:22.340601Z,dns_query,CASE_MANAGEMENT,ASSET-00506,DEV-00001,,MEDIUM,dns_query observed on iot-0505,"{""src_ip"": ""10.59.192.74""}"
EV-04352,SOC-001,2026-08-13T15:41:41.725700Z,email_gateway_hit,IDS,ASSET-00344,DEV-00012,,LOW,email_gateway_hit observed on cloud-instance-0343,"{""src_ip"": ""10.76.182.68""}"
EV-05714,SOC-002,2026-08-13T15:42:07.056812Z,auth_failure,CASE_MANAGEMENT,ASSET-02701,DEV-00015,,LOW,auth_failure observed on server-1707,"{""src_ip"": ""10.95.212.130""}"
EV-07183,SOC-002,2026-08-13T15:45:13.162390Z,email_gateway_hit,EDR,ASSET-02751,DEV-00013,,LOW,email_gateway_hit observed on workstation-1757,"{""src_ip"": ""10.109.116.91""}"
EV-01163,SOC-002,2026-08-13T15:53:42.027635Z,usb_insert,CASE_MANAGEMENT,ASSET-01177,DEV-00015,,INFO,usb_insert observed on server-0183,"{""src_ip"": ""10.191.5.128""}"
EV-03699,SOC-002,2026-08-13T15:54:05.202617Z,email_gateway_hit,EDR,ASSET-01535,DEV-00021,,INFO,email_gateway_hit observed on database-0541,"{""src_ip"": ""10.146.100.178""}"
EV-01842,SOC-002,2026-08-13T15:56:48.568655Z,auth_failure,CASE_MANAGEMENT,ASSET-02770,DEV-00019,,HIGH,auth_failure observed on network-device-1776,"{""src_ip"": ""10.93.96.104""}"
EV-08251,SOC-001,2026-08-13T15:57:03.253677Z,file_write,SIEM,ASSET-00913,DEV-00011,,MEDIUM,file_write observed on network-device-0912,"{""src_ip"": ""10.142.113.196""}"
EV-06050,SOC-002,2026-08-13T15:58:11.654722Z,auth_success,CASE_MANAGEMENT,ASSET-01705,DEV-00015,,LOW,auth_success observed on server-0711,"{""src_ip"": ""10.16.133.84""}"
EV-01749,SOC-001,2026-08-13T15:58:43.343360Z,port_scan,CASE_MANAGEMENT,ASSET-00832,DEV-00005,,MEDIUM,port_scan observed on cloud-instance-0831,"{""src_ip"": ""10.71.132.180""}"
EV-01309,SOC-002,2026-08-13T16:00:01.981627Z,usb_insert,FIREWALL,ASSET-01958,DEV-00024,,MEDIUM,usb_insert observed on network-device-0964,"{""src_ip"": ""10.69.93.189""}"
EV-06491,SOC-001,2026-08-13T16:02:41.701716Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-00833,DEV-00001,,LOW,email_gateway_hit observed on workstation-0832,"{""src_ip"": ""10.120.124.134""}"
EV-01551,SOC-002,2026-08-13T16:03:00.024808Z,network_connection,EDR,ASSET-02297,DEV-00023,,LOW,network_connection observed on workstation-1303,"{""src_ip"": ""10.141.184.46""}"
EV-04417,SOC-002,2026-08-13T16:03:17.517369Z,dns_query,EDR,ASSET-02379,DEV-00021,,MEDIUM,dns_query observed on server-1385,"{""src_ip"": ""10.218.64.115""}"
EV-04716,SOC-001,2026-08-13T16:09:36.775054Z,auth_success,CASE_MANAGEMENT,ASSET-00171,DEV-00005,,INFO,auth_success observed on iot-0170,"{""src_ip"": ""10.238.50.38""}"
EV-07663,SOC-001,2026-08-13T16:10:00.590677Z,file_write,CASE_MANAGEMENT,ASSET-00777,DEV-00005,,INFO,file_write observed on database-0776,"{""src_ip"": ""10.51.249.151""}"
EV-03710,SOC-001,2026-08-13T16:18:30.502760Z,file_write,EDR,ASSET-00567,DEV-00008,,CRITICAL,file_write observed on network-device-0566,"{""src_ip"": ""10.222.182.152""}"
EV-04327,SOC-001,2026-08-13T16:18:35.007072Z,network_connection,CASE_MANAGEMENT,ASSET-00306,DEV-00001,,MEDIUM,network_connection observed on workstation-0305,"{""src_ip"": ""10.244.36.89""}"
EV-00882,SOC-002,2026-08-13T16:23:50.798816Z,process_create,IDS,ASSET-02646,DEV-00014,,LOW,process_create observed on workstation-1652,"{""src_ip"": ""10.40.90.88""}"
EV-02033,SOC-001,2026-08-13T16:29:08.420210Z,network_connection,CASE_MANAGEMENT,ASSET-00411,DEV-00001,,LOW,network_connection observed on database-0410,"{""src_ip"": ""10.10.198.201""}"
EV-05862,SOC-002,2026-08-13T16:30:38.114625Z,file_write,IDS,ASSET-01338,DEV-00014,,HIGH,file_write observed on cloud-instance-0344,"{""src_ip"": ""10.156.147.60""}"
EV-00081,SOC-002,2026-08-13T16:31:02.932458Z,usb_insert,EDR,ASSET-01934,DEV-00022,,HIGH,usb_insert observed on cloud-instance-0940,"{""src_ip"": ""10.116.103.94""}"
EV-04881,SOC-001,2026-08-13T16:31:10.924985Z,dns_query,CASE_MANAGEMENT,ASSET-00465,DEV-00001,,INFO,dns_query observed on cloud-instance-0464,"{""src_ip"": ""10.11.233.185""}"
EV-09182,SOC-001,2026-08-13T16:31:24.881500Z,process_create,EDR,ASSET-00286,DEV-00008,,INFO,process_create observed on network-device-0285,"{""src_ip"": ""10.163.230.114""}"
EV-00825,SOC-002,2026-08-13T16:35:09.172203Z,dns_query,FIREWALL,ASSET-01433,DEV-00024,,HIGH,dns_query observed on database-0439,"{""src_ip"": ""10.132.225.163""}"
EV-03183,SOC-001,2026-08-13T16:35:17.492226Z,network_connection,IDS,ASSET-00713,DEV-00007,,INFO,network_connection observed on workstation-0712,"{""src_ip"": ""10.106.171.107""}"
EV-09564,SOC-002,2026-08-13T16:35:45.864188Z,auth_success,EDR,ASSET-01667,DEV-00022,,HIGH,auth_success observed on cloud-instance-0673,"{""src_ip"": ""10.14.195.31""}"
EV-02968,SOC-002,2026-08-13T16:35:57.247716Z,privilege_escalation,CASE_MANAGEMENT,ASSET-01888,DEV-00015,,HIGH,privilege_escalation observed on network-device-0894,"{""src_ip"": ""10.250.154.214""}"
EV-07560,SOC-001,2026-08-13T16:42:23.805888Z,process_create,SIEM,ASSET-00577,DEV-00011,,LOW,process_create observed on iot-0576,"{""src_ip"": ""10.227.17.165""}"
EV-04174,SOC-001,2026-08-13T16:42:44.930868Z,file_write,CASE_MANAGEMENT,ASSET-00887,DEV-00001,,LOW,file_write observed on database-0886,"{""src_ip"": ""10.6.219.226""}"
EV-06544,SOC-002,2026-08-13T16:45:29.150208Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-01312,DEV-00020,,HIGH,email_gateway_hit observed on database-0318,"{""src_ip"": ""10.210.112.1""}"
EV-08758,SOC-001,2026-08-13T16:46:48.095161Z,process_create,IDS,ASSET-00912,DEV-00002,,LOW,process_create observed on workstation-0911,"{""src_ip"": ""10.93.110.63""}"
EV-07325,SOC-002,2026-08-13T16:48:11.495675Z,auth_success,SIEM,ASSET-01490,DEV-00016,,CRITICAL,auth_success observed on cloud-instance-0496,"{""src_ip"": ""10.171.202.63""}"
EV-02872,SOC-002,2026-08-13T16:48:36.051697Z,auth_failure,CASE_MANAGEMENT,ASSET-02038,DEV-00018,,MEDIUM,auth_failure observed on workstation-1044,"{""src_ip"": ""10.166.122.170""}"
EV-06450,SOC-001,2026-08-13T16:49:44.218379Z,file_write,CASE_MANAGEMENT,ASSET-00591,DEV-00001,,MEDIUM,file_write observed on database-0590,"{""src_ip"": ""10.74.78.238""}"
EV-09158,SOC-002,2026-08-13T16:51:45.543971Z,auth_failure,CASE_MANAGEMENT,ASSET-01806,DEV-00020,,LOW,auth_failure observed on iot-0812,"{""src_ip"": ""10.255.115.181""}"
EV-02044,SOC-001,2026-08-13T16:52:05.930485Z,auth_failure,IDS,ASSET-00753,DEV-00002,,LOW,auth_failure observed on server-0752,"{""src_ip"": ""10.77.125.49""}"
EV-01162,SOC-001,2026-08-13T16:52:41.234676Z,network_connection,IDS,ASSET-00092,DEV-00012,,HIGH,network_connection observed on workstation-0091,"{""src_ip"": ""10.65.218.18""}"
EV-04788,SOC-002,2026-08-13T16:53:13.188648Z,privilege_escalation,EDR,ASSET-02064,DEV-00023,,HIGH,privilege_escalation observed on iot-1070,"{""src_ip"": ""10.92.162.60""}"
EV-02192,SOC-001,2026-08-13T16:54:15.314473Z,email_gateway_hit,EDR,ASSET-00670,DEV-00008,,LOW,email_gateway_hit observed on server-0669,"{""src_ip"": ""10.101.103.209""}"
EV-08415,SOC-001,2026-08-13T16:54:59.996548Z,privilege_escalation,CASE_MANAGEMENT,ASSET-00784,DEV-00009,,INFO,privilege_escalation observed on database-0783,"{""src_ip"": ""10.82.239.142""}"
EV-05225,SOC-002,2026-08-13T16:56:17.034128Z,privilege_escalation,SIEM,ASSET-02386,DEV-00016,,INFO,privilege_escalation observed on iot-1392,"{""src_ip"": ""10.80.254.96""}"
EV-04588,SOC-001,2026-08-13T16:57:12.793362Z,file_write,FIREWALL,ASSET-00796,DEV-00003,,LOW,file_write observed on database-0795,"{""src_ip"": ""10.185.49.22""}"
EV-05551,SOC-001,2026-08-13T16:57:54.468356Z,file_write,IDS,ASSET-00675,DEV-00007,,LOW,file_write observed on network-device-0674,"{""src_ip"": ""10.151.55.176""}"
EV-05905,SOC-001,2026-08-13T16:59:38.190144Z,email_gateway_hit,IDS,ASSET-00398,DEV-00007,,HIGH,email_gateway_hit observed on network-device-0397,"{""src_ip"": ""10.20.227.147""}"
EV-08334,SOC-001,2026-08-13T17:00:04.244072Z,network_connection,SIEM,ASSET-00348,DEV-00011,,INFO,network_connection observed on server-0347,"{""src_ip"": ""10.100.174.157""}"
EV-09283,SOC-001,2026-08-13T17:00:51.135815Z,file_write,IDS,ASSET-00797,DEV-00002,,INFO,file_write observed on server-0796,"{""src_ip"": ""10.184.161.216""}"
EV-05455,SOC-002,2026-08-13T17:01:15.358809Z,network_connection,CASE_MANAGEMENT,ASSET-01844,DEV-00015,,INFO,network_connection observed on database-0850,"{""src_ip"": ""10.183.92.232""}"
EV-04919,SOC-001,2026-08-13T17:03:10.501960Z,process_create,IDS,ASSET-00954,DEV-00007,,LOW,process_create observed on iot-0953,"{""src_ip"": ""10.115.181.25""}"
EV-09206,SOC-001,2026-08-13T17:04:03.594244Z,email_gateway_hit,CASE_MANAGEMENT,ASSET-00302,DEV-00006,,INFO,email_gateway_hit observed on cloud-instance-0301,"{""src_ip"": ""10.51.102.66""}"
EV-05664,SOC-002,2026-08-13T17:06:15.470398Z,port_scan,CASE_MANAGEMENT,ASSET-02764,DEV-00019,,MEDIUM,port_scan observed on iot-1770,"{""src_ip"": ""10.85.147.35""}"
EV-04000,SOC-001,2026-08-13T17:06:37.025827Z,network_connection,FIREWALL,ASSET-00372,DEV-00003,,LOW,network_connection observed on network-device-0371,"{""src_ip"": ""10.41.96.66""}"
EV-03248,SOC-001,2026-08-13T17:08:13.936686Z,network_connection,CASE_MANAGEMENT,ASSET-00367,DEV-00009,,MEDIUM,network_connection observed on database-0366,"{""src_ip"": ""10.6.107.107""}"
EV-00883,SOC-002,2026-08-13T17:10:29.758286Z,email_gateway_hit,EDR,ASSET-01751,DEV-00013,,LOW,email_gateway_hit observed on cloud-instance-0757,"{""src_ip"": ""10.170.156.131""}"
EV-02365,SOC-001,2026-08-13T17:14:08.741627Z,auth_failure,SIEM,ASSET-00828,DEV-00011,,MEDIUM,auth_failure observed on database-0827,"{""src_ip"": ""10.211.82.73""}"
EV-07132,SOC-001,2026-08-13T17:18:58.475436Z,auth_success,CASE_MANAGEMENT,ASSET-00656,DEV-00001,,HIGH,auth_success observed on network-device-0655,"{""src_ip"": ""10.100.67.212""}"
EV-01349,SOC-002,2026-08-13T17:19:00.705164Z,email_gateway_hit,EDR,ASSET-01766,DEV-00022,,CRITICAL,email_gateway_hit observed on iot-0772,"{""src_ip"": ""10.79.126.56""}"
EV-06847,SOC-002,2026-08-13T17:20:15.808852Z,network_connection,EDR,ASSET-02700,DEV-00023,,LOW,network_connection observed on iot-1706,"{""src_ip"": ""10.52.16.13""}"
